EF1FsnA,EF1FsnB,EF1FonA,EF1FonB,EF1FcrA,EF1FcrB,EF1FsomA,EF1FsomB,EF1FRFsnA,EF1FRFsnB,EF1FRFonA,EF1FRFonB,EF1FRFcrA,EF1FRFcrB,EF1FRFsomA,EF1FRFsomB,EF2CGtempA,EF2CGtempB,EF2CGtropA,EF2CGtropB,EF2FtempNRA,EF2FtempNRB,EF2FtempNPA,EF2FtempNPB,EF2FtropA,EF2FtropB,EF3PRPCPPA,EF3PRPCPPB,EF3PRPSOA,EF3PRPSOB
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
