EF1Fsn,EF1Fon,EF1Fcr,EF1Fsom,EF1FRFsn,EF1FRFon,EF1FRFcr,EF1FRFsom,EF2CGtemp,EF2CGtrop,EF2FtempNR,EF2FtempNP,EF2Ftrop,EF3PRPCPP,EF3PRPSO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
